0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,6.663320193963769011e-02
2.000000000000000000e+01,1.854259109315649010e-02
3.000000000000000000e+01,1.257889812422954834e-01
4.000000000000000000e+01,4.207273086392715467e-02
5.000000000000000000e+01,1.204166072927088937e-01
6.000000000000000000e+01,5.159565945215290744e-02
7.000000000000000000e+01,1.908582957079089093e-01
8.000000000000000000e+01,4.361900794079770494e-01
9.000000000000000000e+01,1.202132600843968335e+00
1.000000000000000000e+02,1.649540188413530784e+00
1.100000000000000000e+02,2.083942541861410369e+00
1.200000000000000000e+02,2.547023493176858722e+00
1.300000000000000000e+02,3.056910974566387829e+00
1.400000000000000000e+02,3.611747971416033653e+00
1.500000000000000000e+02,4.197772412852335933e+00
1.600000000000000000e+02,4.784100727051622037e+00
1.700000000000000000e+02,5.303598627408323551e+00
1.800000000000000000e+02,5.790225354844445782e+00
1.900000000000000000e+02,6.205006779002930628e+00
2.000000000000000000e+02,6.480733609095257641e+00
2.100000000000000000e+02,7.460173001720925789e+00
2.200000000000000000e+02,8.804520886759048537e+00
2.300000000000000000e+02,1.024936100252523552e+01
2.400000000000000000e+02,1.165986014568974305e+01
2.500000000000000000e+02,1.301761548922157452e+01
2.600000000000000000e+02,1.429932972155985560e+01
2.700000000000000000e+02,1.550614633039851142e+01
2.800000000000000000e+02,1.668099864339436778e+01
2.900000000000000000e+02,1.784284239378643377e+01
3.000000000000000000e+02,1.898397057914286989e+01
3.100000000000000000e+02,2.011748938897459027e+01
3.200000000000000000e+02,2.124514154666637822e+01
3.300000000000000000e+02,2.239904174360939848e+01
3.400000000000000000e+02,2.364092894997913419e+01
3.500000000000000000e+02,2.504106089936045620e+01
3.600000000000000000e+02,2.672656762972220434e+01
3.700000000000000000e+02,2.890760490029639840e+01
3.800000000000000000e+02,3.184477054406101360e+01
3.900000000000000000e+02,3.563314844197201126e+01
4.000000000000000000e+02,3.972907132572016309e+01
4.100000000000000000e+02,4.288313261129577825e+01
4.200000000000000000e+02,4.415914020488638414e+01
4.300000000000000000e+02,4.365941505868689632e+01
4.400000000000000000e+02,4.174511397943125246e+01
4.500000000000000000e+02,3.860475734173971318e+01
4.600000000000000000e+02,3.475263591578504929e+01
4.700000000000000000e+02,3.069740226257884075e+01
4.800000000000000000e+02,2.664430505607594668e+01
4.900000000000000000e+02,2.268929391599184697e+01
5.000000000000000000e+02,1.894545372132216343e+01
