3.923202115779553600e+16 2.335745824188468350e-02 1.578987814908850096e+00
2.649866192229506560e+18 5.328178395082409750e-03 1.401885597003074935e+01
5.351543610447573600e+16 2.109541271866468767e-02 1.835267594184891493e+00
2.282940870567673200e+16 9.014603792589042514e-03 8.538957586599060789e+00
4.088241633245893600e+16 1.791346157239902953e-02 1.369340683938222192e+01
9.714510955108856320e+17 6.131008051164519961e-03 8.803358279812449894e+00
1.173153501137981184e+18 6.555562544491717360e-03 1.272880591828066876e+01
2.309612927683381248e+18 7.272635165409106067e-03 1.351947679851264716e+01
1.524205895731282400e+16 1.478584055164999453e-02 7.789051643911570011e+00
2.334160129236684000e+16 1.627299900043251840e-02 1.083153499871156455e+01
1.763631668201864640e+17 9.389525194928076413e-03 2.833693754560663081e+00
1.128433247521505200e+16 6.543973033333106912e-03 1.061278334648391386e+01
1.010252098200980320e+17 2.485759289128827362e-02 9.847336480524516489e+00
8.233594652095372800e+16 2.723903580238015709e-02 1.481055952095740658e+01
4.330475560647350400e+16 7.635669287427935062e-03 1.099703031249480434e+00
7.781597665630624000e+16 2.678307282445574478e-02 4.219660855916756326e+00
4.938040350095466240e+17 2.325416314345797250e-02 6.234578019264477078e+00
8.324053580500740096e+18 2.108893473158962237e-02 7.722483135129207810e+00
9.227815823205599232e+18 1.216978047206611346e-02 4.722602004628598138e+00
3.450868812592694784e+18 2.369991952883531913e-02 1.412333538776824327e+01
3.254862203377274880e+17 1.748233868642856334e-02 3.218314315719599250e+00
5.771696036764784000e+16 1.513223503873477316e-02 6.493017739323723170e+00
8.977581939692024832e+18 2.879461981067929152e-02 1.295751638052949062e+01
7.168286229628808192e+18 2.549736312668219804e-02 6.410506727297697438e+00
6.108867669792390400e+17 2.955929944818440347e-02 8.835383773149210196e-01
1.511369833145485600e+16 1.378642805815381497e-02 1.443829914436956230e+01
7.100302988512695296e+18 2.545467083006354783e-02 8.871307908516071095e+00
1.837141281600813056e+18 9.758949537738162427e-03 5.229984970037627079e+00
1.129005370485725184e+18 2.130296268886274977e-02 1.799566711173048228e+00
6.011989968170797056e+18 2.088021949053696369e-02 6.140640763027879423e+00
5.937226172310917600e+16 2.116910473271105958e-02 7.343296936042557066e-01
3.573357762742596608e+18 2.208660550728226007e-02 9.403110782249767041e+00
4.286729956921133568e+18 9.911341234602539380e-03 2.827400348102802052e+00
1.605873769923248640e+17 1.950686142327707692e-02 1.387403631486524347e+01
1.060652616820764160e+18 2.216156247286669642e-02 1.480243235681458103e+01
5.561897485419340800e+18 7.956355858830629901e-03 5.369736947474518018e+00
2.416128937182324160e+17 2.790128537329554861e-02 1.088533999129375474e+01
6.095051270200954880e+17 8.996417590738978176e-03 8.228543331875629363e+00
3.108617327066612224e+18 2.430698271861615051e-02 9.606846454391494206e+00
9.618346080482883584e+18 8.345025526823438011e-03 1.406758575685392465e+01
4.040936053126254592e+18 5.542352884281438394e-03 1.259661630584998626e+01
5.380751080417891328e+18 9.751655661623281901e-03 1.242337990005834847e+01
7.362677782017728000e+17 2.469065203405243145e-02 4.376757784065389068e+00
8.353525919114594304e+18 1.719018967060848349e-02 3.756014845912189148e+00
2.593052845900246016e+18 2.221501063729627856e-02 4.748487966337706645e+00
2.208317730665726800e+16 1.960125423277746595e-02 1.264157927460238184e+01
1.764162112083998976e+18 1.074917161706635642e-02 1.433321175609641074e+01
1.737938014124777200e+16 1.804346612876615158e-02 4.510118360964970208e+00
5.036655353068103680e+18 1.369651441449899754e-02 9.666053660213195897e+00
1.327130391041227800e+16 2.398003230564969487e-02 9.463792902502628834e+00
3.258929148523907200e+17 1.007655783601550323e-02 1.352482868393992277e+01
1.097329488835595600e+16 1.966924896050337504e-02 1.118951459727431086e+01
1.411964843714426800e+16 1.693444268969294952e-02 4.747578364724448496e-01
7.023834708654936320e+17 1.466450284633532067e-02 5.313307556965030543e+00
9.890751196558944000e+17 7.038403876521505051e-03 1.270524115156176315e+01
6.440721608591367168e+18 1.035255595690814413e-02 1.469818312362709634e+01
2.027748695445644160e+17 1.671283603629144382e-02 4.983192387474825402e+00
1.666929109146785536e+18 1.175225450090604078e-02 5.019409570422503464e+00
